EST_ID,mean.pr,SD.pr,ES0.99.pr,mean.tas,SD.tas,ES0.99,relative.abundance,richness,risk5,Area_Ha,mean.pr.norm,SD.pr.norm,ES0.99.pr.norm,mean.tas.norm,SD.tas.norm,ES0.99.norm,relative.abundance.norm,richness.norm,risk5.norm,Area_Ha.norm
381,5.23,-13.80,-8.28,24.67,-4.07,3.22,0.06,19.95,0.00,71.99,0.55,0.75,0.52,0.54,0.46,0.40,0.08,0.25,0.00,0.00
382,5.73,-12.29,-6.92,23.45,-3.58,3.41,0.07,25.90,36.05,11.65,0.57,0.81,0.56,0.49,0.48,0.41,0.09,0.32,0.03,0.00
383,7.45,-12.92,-7.04,23.12,-3.87,3.53,0.06,21.82,0.00,6.25,0.63,0.79,0.56,0.48,0.47,0.42,0.08,0.27,0.00,0.00
384,7.87,-12.07,-6.10,23.67,-3.11,3.98,0.07,25.99,0.00,98.35,0.65,0.82,0.59,0.50,0.51,0.45,0.10,0.32,0.00,0.00
385,7.99,-12.64,-6.46,23.35,-3.34,3.82,0.07,23.36,0.00,4.96,0.66,0.80,0.58,0.49,0.50,0.44,0.09,0.29,0.00,0.00
386,NA,NA,NA,NA,NA,NA,0.08,26.87,0.00,1.36,NA,NA,NA,NA,NA,NA,0.11,0.34,0.00,0.00
387,6.39,-15.45,-9.32,19.65,-4.79,2.31,0.08,22.17,0.00,33.29,0.59,0.69,0.49,0.34,0.43,0.33,0.10,0.27,0.00,0.00
388,6.64,-15.62,-9.30,19.73,-4.65,2.68,0.08,30.50,0.00,2.61,0.60,0.68,0.49,0.35,0.44,0.36,0.11,0.38,0.00,0.00
389,6.13,-15.95,-9.80,19.67,-5.34,1.22,0.10,38.77,0.00,143.82,0.58,0.67,0.48,0.34,0.41,0.26,0.13,0.49,0.00,0.00
390,5.97,-15.69,-9.74,19.02,-5.76,0.86,0.11,36.59,0.00,980.35,0.58,0.68,0.48,0.32,0.39,0.23,0.15,0.46,0.00,0.02
391,3.24,-13.74,-7.96,18.56,0.19,7.08,0.55,78.10,1.31,21696.33,0.47,0.75,0.53,0.30,0.65,0.66,0.78,1.00,0.00,0.50
392,6.88,-10.93,-5.29,23.99,-2.48,4.36,0.09,26.23,3.00,258.17,0.61,0.86,0.61,0.51,0.53,0.47,0.13,0.33,0.00,0.01
393,8.96,-14.68,-7.59,22.51,-3.74,3.64,0.07,23.76,0.00,45.58,0.69,0.72,0.54,0.45,0.48,0.43,0.10,0.30,0.00,0.00
394,9.06,-15.34,-7.80,23.39,-3.56,3.80,0.07,22.87,0.00,111.02,0.70,0.69,0.54,0.49,0.49,0.44,0.10,0.28,0.00,0.00
395,9.63,-13.94,-6.73,23.48,-2.56,4.52,0.08,28.64,0.00,12.81,0.72,0.75,0.57,0.49,0.53,0.49,0.11,0.36,0.00,0.00
396,11.05,-16.11,-7.87,21.96,-2.31,4.57,0.09,26.97,0.00,123.31,0.78,0.66,0.54,0.43,0.54,0.49,0.12,0.34,0.00,0.00
397,11.20,-17.56,-8.49,21.88,-2.31,4.54,0.07,19.56,0.00,20.79,0.78,0.60,0.52,0.43,0.54,0.49,0.10,0.24,0.00,0.00
398,10.33,-18.45,-9.31,21.30,-2.14,4.55,0.06,19.22,0.00,3.65,0.75,0.57,0.49,0.41,0.55,0.49,0.08,0.24,0.00,0.00
399,9.49,-16.62,-9.27,21.47,-3.42,3.48,0.06,26.77,0.00,3.56,0.71,0.64,0.50,0.41,0.49,0.41,0.08,0.33,0.00,0.00
400,9.68,-16.94,-9.72,20.20,-2.90,3.48,0.10,23.93,0.00,61.54,0.72,0.63,0.48,0.36,0.51,0.41,0.14,0.30,0.00,0.00
401,9.72,-16.12,-9.38,20.77,-3.16,3.17,0.10,30.63,0.00,367.94,0.72,0.66,0.49,0.39,0.50,0.39,0.13,0.38,0.00,0.01
402,7.63,-14.25,-7.56,20.43,-1.67,5.28,0.10,28.72,0.00,2.56,0.64,0.73,0.54,0.37,0.57,0.54,0.14,0.36,0.00,0.00
403,9.58,-18.49,-9.85,20.48,-2.31,4.51,0.07,22.77,0.00,36.79,0.72,0.57,0.48,0.38,0.54,0.49,0.09,0.28,0.00,0.00
404,8.88,-18.09,-9.37,20.94,-1.66,5.18,0.07,25.18,0.00,22.57,0.69,0.58,0.49,0.39,0.57,0.53,0.10,0.31,0.00,0.00
405,8.28,-19.14,-10.65,20.02,-2.01,5.06,0.06,18.17,0.00,28.01,0.67,0.54,0.46,0.36,0.55,0.52,0.09,0.22,0.00,0.00
406,8.90,-19.27,-10.89,20.09,-2.63,4.18,0.09,23.14,0.00,367.17,0.69,0.53,0.45,0.36,0.53,0.46,0.12,0.29,0.00,0.01
407,3.85,-18.45,-11.78,20.64,-0.61,6.02,0.08,18.18,0.00,134.78,0.49,0.57,0.42,0.38,0.61,0.59,0.11,0.22,0.00,0.00
408,1.86,-16.63,-11.45,19.15,-0.86,5.90,0.15,45.97,0.00,42.85,0.42,0.64,0.43,0.32,0.60,0.58,0.21,0.58,0.00,0.00
409,1.82,-16.37,-11.28,18.74,-0.96,5.81,0.14,39.25,0.00,10.33,0.41,0.65,0.44,0.31,0.60,0.57,0.19,0.50,0.00,0.00
410,3.33,-14.83,-9.09,18.19,-0.26,6.63,0.12,32.81,0.00,29.40,0.47,0.71,0.50,0.29,0.63,0.63,0.17,0.41,0.00,0.00
411,10.76,-17.74,-9.95,19.41,-2.50,3.73,0.07,13.49,0.00,42.80,0.76,0.60,0.48,0.33,0.53,0.43,0.09,0.16,0.00,0.00
412,9.60,-16.70,-9.62,18.88,-2.52,3.76,0.08,23.41,0.00,3.87,0.72,0.64,0.49,0.31,0.53,0.43,0.11,0.29,0.00,0.00
413,8.46,-15.74,-8.82,19.25,-1.26,5.02,0.07,15.19,0.00,18.24,0.67,0.67,0.51,0.33,0.59,0.52,0.09,0.18,0.00,0.00
414,7.46,-16.07,-9.17,19.16,-0.82,5.35,0.07,19.79,0.00,24.38,0.64,0.66,0.50,0.32,0.60,0.54,0.09,0.24,0.00,0.00
415,6.49,-14.52,-8.38,21.08,-0.36,6.12,0.07,22.25,0.00,0.75,0.60,0.72,0.52,0.40,0.62,0.60,0.09,0.28,0.00,0.00
416,5.55,-12.29,-7.17,18.29,-0.07,6.25,0.09,37.67,54.29,5.81,0.56,0.81,0.56,0.29,0.64,0.60,0.13,0.48,0.05,0.00
417,5.88,-13.94,-8.48,18.52,-0.23,5.79,0.07,13.42,0.00,21.84,0.57,0.75,0.52,0.30,0.63,0.57,0.09,0.16,0.00,0.00
418,4.80,-12.29,-7.62,18.22,0.05,6.40,0.07,18.95,376.73,0.51,0.53,0.81,0.54,0.29,0.64,0.62,0.09,0.23,0.32,0.00
419,NA,NA,NA,NA,NA,NA,0.07,19.90,376.73,0.51,NA,NA,NA,NA,NA,NA,0.10,0.25,0.32,0.00
420,4.69,-13.10,-8.34,18.30,-0.15,6.29,0.07,18.29,376.73,7.15,0.53,0.78,0.52,0.29,0.63,0.61,0.09,0.22,0.32,0.00
421,4.65,-13.81,-8.89,19.13,-0.24,6.34,0.06,14.32,376.73,0.39,0.53,0.75,0.51,0.32,0.63,0.61,0.08,0.17,0.32,0.00
422,NA,NA,NA,NA,NA,NA,0.08,26.03,373.25,2.38,NA,NA,NA,NA,NA,NA,0.11,0.32,0.32,0.00
423,4.67,-10.16,-6.15,18.29,-0.28,6.63,0.06,20.22,186.62,28.60,0.53,0.90,0.58,0.29,0.63,0.63,0.08,0.25,0.16,0.00
424,NA,NA,NA,NA,NA,NA,0.06,18.91,373.25,0.64,NA,NA,NA,NA,NA,NA,0.08,0.23,0.32,0.00
425,4.62,-10.76,-6.79,18.63,-0.54,6.33,0.07,24.63,274.14,13.52,0.52,0.87,0.57,0.30,0.62,0.61,0.09,0.31,0.24,0.00
426,5.47,-10.70,-6.45,19.47,-0.43,6.13,0.07,14.17,103.21,2.24,0.56,0.87,0.58,0.34,0.62,0.60,0.09,0.17,0.09,0.00
427,5.20,-10.82,-6.62,19.97,-0.55,6.15,0.06,14.83,134.76,50.47,0.55,0.87,0.57,0.36,0.62,0.60,0.08,0.18,0.12,0.00
428,6.94,-21.44,-14.44,32.60,-8.79,-1.45,0.06,25.69,24.61,378.36,0.61,0.45,0.35,0.85,0.26,0.08,0.09,0.32,0.02,0.01
429,6.85,-21.01,-14.24,32.28,-8.76,-1.45,0.05,22.56,369.19,7.69,0.61,0.47,0.35,0.83,0.26,0.08,0.07,0.28,0.32,0.00
430,6.02,-20.89,-12.88,32.10,-9.30,-1.75,0.05,35.35,245.65,14.28,0.58,0.47,0.39,0.83,0.24,0.06,0.07,0.45,0.21,0.00
431,3.35,-26.11,-17.02,29.09,-10.30,-1.54,0.08,34.39,4.13,6492.09,0.47,0.26,0.27,0.71,0.19,0.07,0.11,0.43,0.00,0.15
432,3.28,-30.82,-20.17,26.46,-10.74,-1.93,0.06,26.22,90.28,214.03,0.47,0.08,0.18,0.61,0.18,0.04,0.08,0.33,0.08,0.00
433,3.45,-29.02,-20.10,25.57,-12.94,-1.23,0.04,22.60,394.32,21.58,0.48,0.15,0.19,0.57,0.08,0.09,0.05,0.28,0.34,0.00
434,5.75,-22.91,-14.25,23.70,-11.78,-1.84,0.04,26.62,163.35,64.85,0.57,0.39,0.35,0.50,0.13,0.05,0.05,0.33,0.14,0.00
435,3.44,-21.33,-14.31,25.46,-9.61,0.00,0.08,29.89,635.76,0.06,0.48,0.45,0.35,0.57,0.22,0.18,0.10,0.37,0.55,0.00
436,1.75,-17.15,-12.09,27.50,-8.07,0.16,0.07,31.24,525.51,1.07,0.41,0.62,0.41,0.65,0.29,0.19,0.09,0.39,0.45,0.00
437,2.34,-17.23,-11.98,28.35,-8.44,-0.12,0.09,27.83,65.69,260.27,0.44,0.62,0.42,0.68,0.27,0.17,0.12,0.35,0.06,0.01
438,3.64,-20.10,-12.76,27.60,-8.97,0.33,0.08,25.15,426.03,22.96,0.49,0.50,0.40,0.65,0.25,0.20,0.11,0.31,0.37,0.00
439,7.89,-12.97,-6.60,17.81,-10.39,1.43,0.09,41.29,503.24,4.08,0.65,0.78,0.57,0.27,0.19,0.27,0.12,0.52,0.43,0.00
440,3.58,-14.36,-10.25,17.76,2.36,8.67,0.08,17.59,293.52,39.61,0.48,0.73,0.47,0.27,0.74,0.77,0.11,0.22,0.25,0.00
441,8.22,-20.91,-12.80,32.91,-8.85,-1.16,0.12,36.60,6.97,245.97,0.66,0.47,0.39,0.86,0.26,0.10,0.16,0.46,0.01,0.01
442,1.93,-17.93,-12.27,22.75,-6.51,1.15,0.06,16.74,0.00,66.41,0.42,0.59,0.41,0.46,0.36,0.26,0.07,0.20,0.00,0.00
443,2.19,-16.21,-10.69,27.01,-8.93,-0.03,0.07,24.37,227.76,26.39,0.43,0.66,0.45,0.63,0.25,0.17,0.09,0.30,0.20,0.00
444,3.76,-28.33,-18.34,25.90,-10.72,-1.88,0.06,22.87,328.34,23.52,0.49,0.18,0.24,0.59,0.18,0.05,0.07,0.28,0.28,0.00
445,5.72,-22.75,-14.01,23.87,-12.19,-1.27,0.01,8.74,272.25,23.82,0.57,0.40,0.36,0.51,0.11,0.09,0.01,0.10,0.23,0.00
1000,2.46,-18.92,-11.85,18.42,0.87,7.38,0.12,49.40,126.84,85.20,0.44,0.55,0.42,0.29,0.68,0.68,0.17,0.63,0.11,0.00
1001,2.07,-18.28,-11.43,18.99,1.47,7.75,0.22,66.74,1.88,969.90,0.42,0.57,0.43,0.32,0.70,0.71,0.30,0.85,0.00,0.02
1002,2.18,-18.96,-12.10,18.93,1.37,7.88,0.20,62.20,2.94,677.29,0.43,0.55,0.41,0.31,0.70,0.72,0.28,0.79,0.00,0.02
1003,2.26,-20.86,-14.04,18.39,2.59,9.24,0.24,62.84,0.17,6421.19,0.43,0.47,0.36,0.29,0.75,0.81,0.33,0.80,0.00,0.15
1004,2.63,-21.86,-15.25,17.72,2.75,9.18,0.10,50.08,16.41,3.09,0.45,0.43,0.32,0.27,0.76,0.81,0.14,0.64,0.01,0.00
1005,2.96,-22.40,-15.63,17.61,2.60,9.08,0.09,43.64,16.41,45.20,0.46,0.41,0.31,0.26,0.75,0.80,0.12,0.55,0.01,0.00
1006,4.11,-19.52,-14.35,19.00,3.99,10.25,0.12,36.07,325.44,64.18,0.50,0.52,0.35,0.32,0.81,0.88,0.16,0.45,0.28,0.00
1007,4.03,-20.30,-14.96,18.85,4.24,10.37,0.12,37.58,621.42,79.47,0.50,0.49,0.33,0.31,0.82,0.89,0.16,0.47,0.53,0.00
1008,4.00,-20.99,-15.55,18.94,4.21,10.36,0.11,37.30,599.33,4.57,0.50,0.47,0.32,0.32,0.82,0.89,0.15,0.47,0.51,0.00
1009,4.12,-20.10,-14.91,19.09,4.40,10.64,0.14,36.64,309.73,65.94,0.50,0.50,0.33,0.32,0.83,0.91,0.20,0.46,0.27,0.00
1010,2.74,-24.21,-18.08,19.53,4.25,10.88,0.12,36.82,212.54,52.04,0.45,0.34,0.24,0.34,0.82,0.92,0.16,0.46,0.18,0.00
1011,2.71,-23.61,-17.71,19.72,4.38,11.08,0.11,37.93,425.08,22.94,0.45,0.36,0.25,0.35,0.83,0.94,0.15,0.48,0.36,0.00
1012,3.00,-22.10,-16.68,19.64,4.71,11.65,0.11,40.39,405.94,6.06,0.46,0.42,0.28,0.34,0.84,0.98,0.16,0.51,0.35,0.00
1013,2.34,-23.27,-17.54,19.68,4.71,11.56,0.12,39.13,59.39,214.49,0.44,0.38,0.26,0.34,0.84,0.97,0.17,0.49,0.05,0.00
1014,3.06,-21.72,-16.49,19.58,5.08,11.97,0.16,40.71,132.78,105.56,0.46,0.44,0.29,0.34,0.86,1.00,0.22,0.52,0.11,0.00
1015,1.68,-23.63,-17.94,19.61,4.76,11.65,0.13,44.80,191.43,45.84,0.41,0.36,0.25,0.34,0.85,0.98,0.17,0.57,0.16,0.00
1016,1.59,-23.95,-18.18,19.72,5.34,12.01,0.11,45.30,171.80,62.90,0.41,0.35,0.24,0.35,0.87,1.00,0.16,0.57,0.15,0.00
1017,4.86,-22.58,-15.57,17.66,2.15,8.73,0.36,69.69,0.13,6685.53,0.53,0.40,0.32,0.27,0.73,0.77,0.50,0.89,0.00,0.15
1018,5.61,-22.73,-15.83,17.85,2.30,8.99,0.36,69.69,0.11,8553.87,0.56,0.40,0.31,0.27,0.74,0.79,0.50,0.89,0.00,0.20
1019,5.10,-23.45,-16.77,18.26,2.71,9.62,0.17,56.32,0.75,909.99,0.54,0.37,0.28,0.29,0.76,0.84,0.24,0.72,0.00,0.02
1020,4.10,-24.67,-18.03,19.21,3.25,10.26,0.08,36.24,16.41,5.34,0.50,0.32,0.25,0.33,0.78,0.88,0.11,0.46,0.01,0.00
1021,4.07,-24.66,-18.09,19.08,3.62,10.63,0.08,36.24,16.41,19.78,0.50,0.32,0.24,0.32,0.80,0.91,0.11,0.46,0.01,0.00
1022,5.26,-23.34,-16.64,18.36,2.45,9.46,0.17,51.65,1.82,337.74,0.55,0.37,0.28,0.29,0.75,0.83,0.23,0.66,0.00,0.01
1023,3.92,-24.57,-18.18,18.97,2.85,10.16,0.09,38.71,16.41,38.86,0.50,0.32,0.24,0.32,0.76,0.87,0.12,0.49,0.01,0.00
1024,4.30,-23.16,-16.75,18.61,2.22,9.61,0.13,43.75,0.97,653.74,0.51,0.38,0.28,0.30,0.74,0.84,0.18,0.55,0.00,0.02
1025,5.79,-21.36,-14.09,17.80,1.64,8.23,0.53,70.77,0.05,17144.66,0.57,0.45,0.36,0.27,0.71,0.74,0.74,0.90,0.00,0.40
1026,3.17,-22.42,-16.29,18.74,2.32,9.73,0.12,39.50,5.47,105.30,0.47,0.41,0.30,0.31,0.74,0.84,0.16,0.50,0.00,0.00
1027,2.03,-23.07,-17.04,18.88,2.53,9.98,0.14,44.60,16.41,30.53,0.42,0.38,0.27,0.31,0.75,0.86,0.19,0.57,0.01,0.00
1028,2.41,-22.62,-16.55,18.84,2.43,9.90,0.14,45.33,16.41,25.85,0.44,0.40,0.29,0.31,0.74,0.85,0.19,0.57,0.01,0.00
1029,-0.75,-25.59,-19.09,19.04,3.64,10.92,0.16,52.27,25.65,7.75,0.31,0.28,0.21,0.32,0.80,0.92,0.22,0.66,0.02,0.00
1030,-0.75,-25.59,-19.09,19.04,3.64,10.92,0.14,45.52,25.65,5.09,0.31,0.28,0.21,0.32,0.80,0.92,0.19,0.58,0.02,0.00
1031,-1.27,-25.87,-19.13,18.77,3.79,10.96,0.11,42.04,12.83,18.60,0.29,0.27,0.21,0.31,0.80,0.93,0.15,0.53,0.01,0.00
1032,1.73,-21.76,-15.47,18.31,2.77,9.79,0.09,32.15,25.65,4.10,0.41,0.44,0.32,0.29,0.76,0.85,0.12,0.40,0.02,0.00
1033,1.66,-21.69,-15.22,18.61,2.67,9.87,0.08,33.44,25.65,15.54,0.41,0.44,0.33,0.30,0.76,0.85,0.11,0.42,0.02,0.00
1034,4.74,-18.86,-12.17,17.83,1.59,8.35,0.42,68.87,0.13,9954.26,0.53,0.55,0.41,0.27,0.71,0.75,0.58,0.88,0.00,0.23
1035,3.75,-19.73,-13.06,17.91,1.65,8.71,0.12,42.09,6.41,111.46,0.49,0.52,0.39,0.27,0.71,0.77,0.17,0.53,0.01,0.00
1036,0.46,-23.07,-16.36,18.40,3.39,10.26,0.15,46.34,4.28,367.83,0.36,0.38,0.29,0.29,0.79,0.88,0.20,0.59,0.00,0.01
1037,3.43,-19.39,-12.53,18.22,2.22,9.11,0.11,48.89,25.65,9.30,0.48,0.53,0.40,0.29,0.74,0.80,0.16,0.62,0.02,0.00
1038,1.80,-21.00,-14.31,18.07,2.92,9.81,0.09,36.11,25.65,8.17,0.41,0.47,0.35,0.28,0.77,0.85,0.12,0.46,0.02,0.00
1039,3.22,-18.77,-11.98,17.98,2.47,9.25,0.10,47.41,25.65,31.59,0.47,0.55,0.42,0.28,0.75,0.81,0.14,0.60,0.02,0.00
1040,1.29,-20.91,-14.21,18.01,3.87,10.08,0.10,38.71,25.65,81.79,0.39,0.47,0.35,0.28,0.81,0.87,0.14,0.49,0.02,0.00
1041,0.95,-20.94,-14.30,17.89,3.74,10.19,0.09,38.64,25.65,22.99,0.38,0.47,0.35,0.27,0.80,0.87,0.12,0.49,0.02,0.00
1042,4.39,-16.72,-9.63,17.72,2.52,8.53,0.12,42.03,6.41,156.64,0.52,0.64,0.49,0.27,0.75,0.76,0.16,0.53,0.01,0.00
1043,5.29,-15.38,-8.48,17.33,3.28,8.59,0.44,62.10,0.09,9438.12,0.55,0.69,0.52,0.25,0.78,0.76,0.62,0.79,0.00,0.22
1044,3.22,-17.70,-11.42,17.81,4.00,9.38,0.19,50.31,1.71,664.78,0.47,0.60,0.43,0.27,0.81,0.82,0.27,0.64,0.00,0.02
1045,4.20,-16.52,-10.45,17.59,3.95,9.15,0.14,38.48,12.83,84.28,0.51,0.64,0.46,0.26,0.81,0.80,0.19,0.49,0.01,0.00
1046,4.85,-16.07,-10.00,17.43,3.69,8.96,0.13,39.08,3.21,358.85,0.53,0.66,0.47,0.26,0.80,0.79,0.18,0.49,0.00,0.01
1047,5.79,-15.23,-9.69,16.36,4.58,9.22,0.10,30.82,12.83,58.11,0.57,0.69,0.48,0.21,0.84,0.81,0.14,0.39,0.01,0.00
1048,6.14,-15.27,-9.84,16.10,4.89,9.32,0.11,40.46,4.82,183.52,0.58,0.69,0.48,0.20,0.85,0.81,0.15,0.51,0.00,0.00
1049,6.34,-14.92,-9.50,15.97,4.59,9.10,0.08,36.15,28.95,16.02,0.59,0.71,0.49,0.20,0.84,0.80,0.11,0.46,0.02,0.00
1050,6.33,-15.52,-10.14,15.75,5.38,9.52,0.13,45.42,1.81,385.02,0.59,0.68,0.47,0.19,0.87,0.83,0.18,0.58,0.00,0.01
1051,6.77,-14.72,-9.41,16.10,4.73,9.16,0.13,46.46,28.95,18.13,0.61,0.71,0.49,0.20,0.84,0.80,0.17,0.59,0.02,0.00
1052,6.79,-15.40,-10.01,15.64,4.88,9.17,0.13,45.42,28.95,27.73,0.61,0.69,0.47,0.19,0.85,0.81,0.18,0.58,0.02,0.00
1053,6.85,-14.93,-9.60,15.82,4.81,9.14,0.12,39.47,14.47,70.81,0.61,0.71,0.49,0.19,0.85,0.80,0.17,0.50,0.01,0.00
1054,6.66,-14.62,-9.24,16.01,4.71,9.10,0.12,52.29,28.95,18.37,0.60,0.72,0.50,0.20,0.84,0.80,0.17,0.67,0.02,0.00
1055,7.34,-15.16,-9.83,15.83,5.18,9.33,0.13,41.25,14.47,20.83,0.63,0.70,0.48,0.19,0.86,0.82,0.18,0.52,0.01,0.00
1056,7.32,-14.99,-9.70,15.64,4.92,9.15,0.16,55.35,14.47,22.45,0.63,0.70,0.48,0.19,0.85,0.80,0.21,0.71,0.01,0.00
1057,7.00,-15.23,-9.91,15.46,5.33,9.33,0.11,38.62,14.47,69.28,0.62,0.69,0.48,0.18,0.87,0.82,0.15,0.49,0.01,0.00
1058,7.19,-15.25,-9.90,15.42,5.54,9.44,0.11,38.62,28.95,26.82,0.62,0.69,0.48,0.18,0.88,0.82,0.15,0.49,0.02,0.00
1059,7.19,-14.77,-9.54,15.55,4.87,9.07,0.19,51.00,7.24,106.78,0.62,0.71,0.49,0.18,0.85,0.80,0.26,0.65,0.01,0.00
1060,7.13,-15.00,-9.73,15.32,6.02,9.66,0.10,30.89,28.95,58.88,0.62,0.70,0.48,0.17,0.90,0.84,0.13,0.39,0.02,0.00
1061,7.31,-14.95,-9.70,15.56,5.02,9.16,0.14,48.77,14.47,30.24,0.63,0.71,0.48,0.18,0.86,0.80,0.19,0.62,0.01,0.00
1062,7.37,-14.93,-9.68,15.35,5.95,9.65,0.13,49.37,28.95,41.75,0.63,0.71,0.48,0.18,0.90,0.84,0.18,0.63,0.02,0.00
1063,7.27,-14.80,-9.59,15.44,5.85,9.61,0.12,38.62,14.47,79.62,0.63,0.71,0.49,0.18,0.89,0.84,0.16,0.49,0.01,0.00
1064,7.18,-14.91,-9.75,15.51,5.11,9.19,0.13,44.24,14.47,48.58,0.62,0.71,0.48,0.18,0.86,0.81,0.17,0.56,0.01,0.00
1065,6.38,-15.66,-10.06,15.84,4.52,8.86,0.20,50.23,0.45,491.07,0.59,0.68,0.47,0.19,0.84,0.78,0.28,0.64,0.00,0.01
1066,7.12,-14.51,-9.35,15.13,5.68,9.39,0.10,24.29,14.47,81.39,0.62,0.72,0.49,0.17,0.89,0.82,0.13,0.30,0.01,0.00
1067,6.78,-15.01,-9.96,15.48,5.08,9.18,0.10,32.24,28.95,48.49,0.61,0.70,0.48,0.18,0.86,0.81,0.13,0.41,0.02,0.00
1068,6.68,-14.97,-9.94,15.44,4.97,9.06,0.11,37.53,28.95,21.68,0.60,0.70,0.48,0.18,0.85,0.80,0.15,0.47,0.02,0.00
1069,6.22,-15.91,-10.53,15.66,4.79,8.98,0.08,35.58,28.95,39.19,0.59,0.67,0.46,0.19,0.85,0.79,0.11,0.45,0.02,0.00
1070,5.62,-16.30,-11.19,15.51,5.68,9.49,0.10,28.88,14.47,25.77,0.56,0.65,0.44,0.18,0.89,0.83,0.13,0.36,0.01,0.00
1071,4.99,-17.28,-12.06,15.66,5.48,9.42,0.09,30.70,7.24,51.99,0.54,0.61,0.42,0.19,0.88,0.82,0.12,0.39,0.01,0.00
1072,5.68,-17.32,-11.71,15.74,5.34,9.36,0.21,51.52,0.37,544.63,0.57,0.61,0.43,0.19,0.87,0.82,0.30,0.66,0.00,0.01
1073,5.52,-16.39,-11.21,15.38,5.61,9.42,0.09,26.91,4.14,232.31,0.56,0.65,0.44,0.18,0.88,0.82,0.12,0.34,0.00,0.01
1074,5.73,-15.84,-10.70,15.44,5.56,9.38,0.12,37.88,9.65,75.72,0.57,0.67,0.45,0.18,0.88,0.82,0.16,0.48,0.01,0.00
1075,5.94,-15.32,-10.26,15.43,5.56,9.39,0.11,39.02,28.95,35.25,0.58,0.69,0.47,0.18,0.88,0.82,0.15,0.49,0.02,0.00
1076,4.99,-17.47,-12.20,15.61,5.40,9.34,0.09,29.97,14.47,46.05,0.54,0.61,0.41,0.19,0.87,0.82,0.12,0.38,0.01,0.00
1077,4.96,-17.96,-12.51,15.85,5.35,9.42,0.10,33.31,24.25,18.10,0.54,0.59,0.40,0.19,0.87,0.82,0.14,0.42,0.02,0.00
1078,4.94,-18.20,-12.64,15.96,5.33,9.40,0.17,48.98,12.12,40.57,0.54,0.58,0.40,0.20,0.87,0.82,0.23,0.62,0.01,0.00
1079,5.31,-16.02,-10.96,15.46,5.52,9.37,0.10,32.79,23.65,8.55,0.55,0.66,0.45,0.18,0.88,0.82,0.14,0.41,0.02,0.00
1080,4.94,-17.24,-11.95,15.71,5.66,9.51,0.14,44.37,12.12,50.51,0.54,0.61,0.42,0.19,0.88,0.83,0.19,0.56,0.01,0.00
1081,4.93,-17.15,-11.87,15.58,5.69,9.51,0.13,39.74,12.12,55.87,0.54,0.62,0.42,0.18,0.89,0.83,0.18,0.50,0.01,0.00
1082,4.82,-17.27,-11.94,15.80,5.50,9.43,0.27,52.60,0.45,1968.64,0.53,0.61,0.42,0.19,0.88,0.82,0.38,0.67,0.00,0.05
1083,5.00,-16.38,-11.31,15.48,5.30,9.19,0.13,41.76,23.65,14.09,0.54,0.65,0.44,0.18,0.87,0.81,0.18,0.53,0.02,0.00
1084,5.16,-16.19,-11.12,15.64,5.34,9.30,0.12,36.85,23.65,18.11,0.55,0.66,0.44,0.19,0.87,0.81,0.17,0.47,0.02,0.00
1085,4.84,-16.41,-11.44,15.71,5.20,9.20,0.13,37.15,1.77,331.43,0.53,0.65,0.43,0.19,0.86,0.81,0.17,0.47,0.00,0.01
1086,5.06,-16.04,-11.15,15.62,4.74,8.91,0.12,38.60,24.75,19.20,0.54,0.66,0.44,0.19,0.84,0.79,0.16,0.49,0.02,0.00
1087,4.78,-16.24,-11.38,15.48,4.54,8.70,0.12,42.48,24.75,25.36,0.53,0.65,0.44,0.18,0.84,0.77,0.16,0.54,0.02,0.00
1088,4.48,-16.22,-11.43,15.73,4.79,8.94,0.13,47.22,2.06,380.80,0.52,0.66,0.43,0.19,0.85,0.79,0.19,0.60,0.00,0.01
1089,4.22,-16.20,-11.62,15.75,4.14,8.55,0.14,36.83,2.25,399.13,0.51,0.66,0.43,0.19,0.82,0.76,0.19,0.46,0.00,0.01
1090,4.50,-16.19,-11.55,15.47,4.71,8.80,0.10,38.29,12.37,29.06,0.52,0.66,0.43,0.18,0.84,0.78,0.13,0.48,0.01,0.00
1091,4.62,-16.17,-11.49,15.67,4.57,8.75,0.09,38.81,24.75,14.07,0.52,0.66,0.43,0.19,0.84,0.78,0.13,0.49,0.02,0.00
1092,5.07,-15.66,-10.96,15.60,4.19,8.49,0.10,43.14,24.75,12.91,0.54,0.68,0.45,0.19,0.82,0.76,0.13,0.55,0.02,0.00
1093,4.70,-16.06,-11.42,15.34,4.16,8.40,0.10,36.92,24.75,65.21,0.53,0.66,0.43,0.17,0.82,0.75,0.13,0.47,0.02,0.00
1094,4.33,-16.32,-11.76,15.64,3.83,8.30,0.12,36.43,1.46,687.39,0.51,0.65,0.42,0.19,0.81,0.75,0.16,0.46,0.00,0.02
1095,4.77,-15.85,-11.31,15.58,3.97,8.35,0.13,34.82,1.65,287.53,0.53,0.67,0.44,0.18,0.81,0.75,0.18,0.44,0.00,0.01
1096,5.38,-15.39,-10.66,15.28,4.45,8.56,0.10,31.92,24.75,4.30,0.55,0.69,0.46,0.17,0.83,0.76,0.13,0.40,0.02,0.00
1097,5.71,-14.72,-10.15,15.42,4.22,8.43,0.10,40.91,24.75,13.07,0.57,0.71,0.47,0.18,0.82,0.75,0.14,0.52,0.02,0.00
