EST_ID,mean.pr,SD.pr,ES0.99.pr,mean.tas,SD.tas,ES0.99,relative.abundance,richness,risk5,Area_Ha,mean.pr.norm,SD.pr.norm,ES0.99.pr.norm,mean.tas.norm,SD.tas.norm,ES0.99.norm,relative.abundance.norm,richness.norm,risk5.norm,Area_Ha.norm
203,4.99,-29.75,-18.75,24.86,-11.62,-2.56,0.05,23.78,709.55,10.83,0.54,0.12,0.22,0.55,0.14,0,0.07,0.3,0.61,0
204,5.08,-29.27,-18.25,24.78,-12.21,-2.22,0.06,35.68,62.73,356.23,0.54,0.14,0.24,0.54,0.11,0.02,0.09,0.45,0.05,0.01
205,3.59,-28.94,-19.02,28.84,-10.36,-1.56,0.06,14.83,61.66,252.2,0.48,0.15,0.22,0.7,0.19,0.07,0.08,0.18,0.05,0.01
206,3.28,-28.74,-18.94,27.4,-10.18,-1.52,0.06,22.04,150.58,79.14,0.47,0.16,0.22,0.64,0.2,0.07,0.08,0.27,0.13,0
207,4.08,-9.96,-6.05,19.37,0.06,6.92,0.1,27.11,154.47,3.63,0.5,0.9,0.59,0.33,0.64,0.65,0.14,0.34,0.13,0
208,4.16,-10.09,-6.12,19.34,0,6.85,0.1,27.11,154.47,3.17,0.51,0.9,0.59,0.33,0.64,0.65,0.14,0.34,0.13,0
209,7.31,-19.57,-12.37,32.36,-8.4,-1.09,0.07,22.52,53.52,138.12,0.63,0.52,0.41,0.84,0.28,0.1,0.1,0.28,0.05,0
210,7.01,-20.42,-13.03,33.07,-8.38,-1.12,0.06,22.93,214.07,19.15,0.62,0.49,0.39,0.86,0.28,0.1,0.08,0.28,0.18,0
211,6.44,-24.49,-15.88,36.56,-8.93,-1.27,0.05,19.46,369.19,8.24,0.6,0.33,0.31,1,0.25,0.09,0.07,0.24,0.32,0
212,6.1,-20.11,-12.93,31.87,-8.69,-1.2,0.06,29.69,405.87,24.42,0.58,0.5,0.39,0.82,0.26,0.09,0.09,0.37,0.35,0
213,5.99,-20.41,-13.13,32.15,-8.99,-1.41,0.05,24.23,420.5,19.99,0.58,0.49,0.39,0.83,0.25,0.08,0.07,0.3,0.36,0
214,5.55,-22.86,-15.01,32.15,-9.33,-1.46,0.05,28.47,227.7,53.13,0.56,0.39,0.33,0.83,0.24,0.08,0.07,0.36,0.2,0
215,6.56,-20.9,-12.73,33.06,-9.38,-1.78,0.05,20.96,192.47,7.21,0.6,0.47,0.4,0.86,0.23,0.05,0.06,0.26,0.17,0
216,6.83,-20.61,-12.55,31.24,-9.5,-1.96,0.05,21.73,192.47,15.12,0.61,0.48,0.4,0.79,0.23,0.04,0.07,0.27,0.17,0
217,7.9,-20.64,-12.68,32.79,-8.8,-1.1,0.07,27.69,75.89,22.65,0.65,0.48,0.4,0.85,0.26,0.1,0.09,0.35,0.07,0
218,2.14,-17.97,-10.99,18.63,0.62,7.03,0.46,70.77,2.72,6775.59,0.43,0.59,0.45,0.3,0.67,0.66,0.65,0.9,0,0.16
219,5.49,-23.46,-15.12,24.27,-11.49,-2.55,0.05,27.33,102.21,108.92,0.56,0.37,0.33,0.52,0.14,0,0.06,0.34,0.09,0
220,5.69,-21.25,-12.83,23.18,-12.65,-0.53,0.03,17.79,136.13,85.68,0.57,0.46,0.39,0.48,0.09,0.14,0.03,0.22,0.12,0
221,5.41,-21.82,-13.69,22.84,-11.62,-2.03,0.03,15.64,357.73,25.91,0.56,0.43,0.37,0.47,0.14,0.04,0.03,0.19,0.31,0
222,5.78,-21.5,-13.12,22.09,-12.44,-0.72,0.01,9.11,836.72,7.5,0.57,0.45,0.39,0.44,0.1,0.13,0.01,0.11,0.72,0
223,5.75,-21.64,-13.11,21.97,-12.11,-0.78,0.01,5.28,836.72,4.1,0.57,0.44,0.39,0.43,0.12,0.12,0,0.06,0.72,0
224,5.31,-21.62,-13.42,21.52,-11.57,-1.59,0.01,5.56,367.26,7.31,0.55,0.44,0.38,0.42,0.14,0.07,0,0.06,0.31,0
225,5.84,-22.22,-2.82,22.52,-12.48,-0.66,0.01,7.67,836.72,7.99,0.57,0.42,0.68,0.45,0.1,0.13,0.01,0.09,0.72,0
226,5.87,-22.1,-13.17,21.89,-12.3,-0.5,0.01,7.87,286.2,36.37,0.57,0.42,0.38,0.43,0.11,0.14,0.01,0.09,0.25,0
227,5.01,-21.97,-13.8,25,-11.74,0.57,0.02,11.84,376.87,5.91,0.54,0.43,0.37,0.55,0.13,0.21,0.02,0.14,0.32,0
228,3.52,-13.76,-9.53,17.74,-0.16,6.16,0.15,38.08,74.28,40.77,0.48,0.75,0.49,0.27,0.63,0.6,0.21,0.48,0.06,0
229,2.18,-16.73,-11.7,27.68,-8.46,-0.31,0.08,25.67,223.18,27.49,0.43,0.64,0.43,0.65,0.27,0.15,0.1,0.32,0.19,0
230,1.81,-17.06,-12.01,27.74,-8.6,-0.44,0.06,22.7,446.37,11.39,0.41,0.62,0.42,0.66,0.27,0.15,0.08,0.28,0.38,0
231,1.82,-16.77,-11.86,27.18,-8.7,-0.48,0.07,24.86,446.37,33.87,0.41,0.63,0.42,0.64,0.26,0.14,0.09,0.31,0.38,0
232,2.31,-17.74,-12.36,27.09,-8.23,0.04,0.07,23.84,262.76,40.36,0.43,0.59,0.41,0.63,0.28,0.18,0.09,0.3,0.23,0
233,2.43,-18.65,-12.9,25.88,-8.45,0.18,0.07,19.44,523.75,0.83,0.44,0.56,0.39,0.59,0.27,0.19,0.09,0.24,0.45,0
234,2.78,-19.72,-13.49,25.47,-8.53,0.18,0.07,28.21,44.25,539.76,0.45,0.52,0.37,0.57,0.27,0.19,0.09,0.35,0.04,0.01
235,2.97,-20.5,-13.93,25.05,-8.6,0.3,0.07,22.68,635.76,24.68,0.46,0.49,0.36,0.55,0.27,0.2,0.1,0.28,0.55,0
236,2.19,-18.17,-12.6,25.92,-8.1,0.22,0.01,6.02,523.75,1.18,0.43,0.58,0.4,0.59,0.29,0.19,0.01,0.07,0.45,0
237,2.06,-17.5,-12.16,28.14,-8.38,0.24,0.05,13.98,523.75,2.55,0.42,0.6,0.41,0.67,0.28,0.19,0.06,0.17,0.45,0
238,1.51,-17.29,-11.99,29.43,-8.68,0.09,0.06,22.17,523.75,3.07,0.4,0.61,0.42,0.72,0.26,0.18,0.09,0.27,0.45,0
239,1.49,-17.17,-11.95,27.93,-8.43,0.15,0.06,18.74,523.75,16.07,0.4,0.62,0.42,0.66,0.28,0.19,0.08,0.23,0.45,0
240,4.97,-22.68,-14.74,23.97,-10.6,-1.87,0.06,22.25,715.46,21.79,0.54,0.4,0.34,0.51,0.18,0.05,0.08,0.28,0.61,0
241,5.1,-22.52,-14.46,22.72,-10.99,-2.16,0.05,25.98,715.46,17.22,0.54,0.41,0.35,0.46,0.16,0.03,0.06,0.32,0.61,0
242,3.71,-21.46,-14.24,26.64,-9.25,0.68,0.06,26.14,635.76,1.49,0.49,0.45,0.35,0.61,0.24,0.22,0.08,0.33,0.55,0
243,2.01,-18.64,-12.77,27.86,-8.3,0.5,0.05,17.53,537.45,6.29,0.42,0.56,0.4,0.66,0.28,0.21,0.06,0.21,0.46,0
244,2.3,-18.53,-12.62,25.51,-8.49,0.22,0.06,22.1,537.45,2.93,0.43,0.56,0.4,0.57,0.27,0.19,0.08,0.27,0.46,0
245,3.53,-21.13,-14.05,24.23,-9.61,0.32,0.07,27.57,317.88,11.81,0.48,0.46,0.36,0.52,0.22,0.2,0.09,0.34,0.27,0
246,3.81,-20.94,-13.72,24.34,-10.72,0.19,0.05,21.71,635.76,5.87,0.49,0.47,0.37,0.53,0.18,0.19,0.06,0.27,0.55,0
247,1.85,-17.57,-11.97,26.44,-8.65,0.12,0.06,26.12,537.45,7.92,0.42,0.6,0.42,0.61,0.27,0.18,0.08,0.33,0.46,0
248,2.17,-18.3,-12.26,26.3,-9.15,-0.04,0.07,23.79,268.72,20.44,0.43,0.57,0.41,0.6,0.24,0.17,0.09,0.3,0.23,0
249,2.3,-17.71,-11.79,26.18,-9,0.12,0.08,24.47,455.52,19.82,0.43,0.6,0.42,0.6,0.25,0.18,0.1,0.3,0.39,0
250,2.27,-16.93,-11.21,29.61,-9.08,0.23,0.07,28.18,455.52,1.61,0.43,0.63,0.44,0.73,0.25,0.19,0.09,0.35,0.39,0
251,2.48,-16.99,-11.09,27.92,-9.18,-0.05,0.08,25.77,227.76,84.77,0.44,0.62,0.44,0.66,0.24,0.17,0.11,0.32,0.2,0
252,1.24,-15.42,-10.49,26.74,-9.04,-0.38,0.07,21.96,227.76,16.71,0.39,0.69,0.46,0.62,0.25,0.15,0.1,0.27,0.2,0
253,NA,NA,NA,NA,NA,NA,0.07,22.58,455.52,5.39,NA,NA,NA,NA,NA,NA,0.09,0.28,0.39,0
254,2.54,-14.94,-9.54,27.41,-8.75,-0.34,0.08,22,58.44,158.31,0.44,0.71,0.49,0.64,0.26,0.15,0.1,0.27,0.05,0
255,3.55,-14.23,-8.63,31.77,-8.76,-0.16,0.06,18.54,350.65,8.32,0.48,0.73,0.51,0.81,0.26,0.17,0.08,0.23,0.3,0
256,3.85,-14.12,-8.41,27.32,-8.48,-0.28,0.11,34.18,14.6,575.12,0.49,0.74,0.52,0.64,0.27,0.16,0.15,0.43,0.01,0.01
257,1.53,-14.87,-9.92,31.52,-8.71,0.11,0.09,23.67,350.65,21.05,0.4,0.71,0.48,0.8,0.26,0.18,0.12,0.29,0.3,0
258,1.42,-15,-10.07,26.86,-8.65,-0.21,0.09,24.51,58.44,139.98,0.4,0.7,0.47,0.62,0.27,0.16,0.12,0.31,0.05,0
259,2.89,-19.96,-13.15,25.7,-9.77,-0.05,0.06,19.31,537.45,20.68,0.46,0.51,0.38,0.58,0.22,0.17,0.08,0.24,0.46,0
260,3.31,-19.79,-12.76,27.26,-9.9,-0.19,0.07,20.59,213.01,36.86,0.47,0.51,0.4,0.64,0.21,0.16,0.09,0.25,0.18,0
261,3.39,-19.87,-12.8,25.96,-10.26,-0.55,0.07,25.22,426.03,15.52,0.48,0.51,0.39,0.59,0.2,0.14,0.1,0.31,0.37,0
262,3.31,-19.15,-12.27,25.89,-9.58,-0.33,0.07,22.5,426.03,7.11,0.47,0.54,0.41,0.59,0.23,0.15,0.09,0.28,0.37,0
263,3.99,-20.26,-12.83,25.19,-9.4,0.04,0.06,26.89,426.03,2.81,0.5,0.5,0.39,0.56,0.23,0.18,0.08,0.34,0.37,0
264,4.1,-21.5,-13.77,25.83,-10.24,0.08,0.04,15.99,530.89,19.5,0.5,0.45,0.37,0.58,0.2,0.18,0.05,0.19,0.46,0
265,4.57,-22.18,-14.11,23.97,-9.26,0.42,0.06,28.18,426.03,17.65,0.52,0.42,0.36,0.51,0.24,0.2,0.08,0.35,0.37,0
266,5.16,-23.26,-14.76,24.1,-9.08,0.73,0.05,25.36,132.72,83.56,0.55,0.38,0.34,0.52,0.25,0.23,0.07,0.32,0.11,0
267,4.84,-23.29,-14.86,23.02,-8.78,1.13,0.06,32.62,558.32,1.75,0.53,0.38,0.34,0.47,0.26,0.25,0.07,0.41,0.48,0
268,5.26,-22.52,-14.26,22.37,-8.86,1.16,0.05,29.84,553.83,0.45,0.55,0.41,0.35,0.45,0.26,0.26,0.07,0.37,0.47,0
269,4.91,-23.33,-14.88,24.19,-8.69,1,0.04,20.84,426.03,5.43,0.54,0.37,0.34,0.52,0.26,0.24,0.05,0.26,0.37,0
270,5.58,-21.17,-13.22,22.11,-9.96,0.75,0.04,26.56,553.83,3.98,0.56,0.46,0.38,0.44,0.21,0.23,0.05,0.33,0.47,0
271,5.58,-21.17,-13.22,22.11,-9.96,0.75,0.04,17.66,530.89,0.65,0.56,0.46,0.38,0.44,0.21,0.23,0.05,0.22,0.46,0
272,4.97,-22.08,-13.97,24.36,-12.27,0.42,0.03,18.54,753.74,0.68,0.54,0.42,0.36,0.53,0.11,0.21,0.04,0.23,0.65,0
273,4.43,-13.86,-9.36,18.02,-0.83,5.5,0.25,41.16,234.36,3.93,0.52,0.75,0.49,0.28,0.6,0.55,0.35,0.52,0.2,0
274,4.39,-14.45,-9.87,18.13,-1.32,5.12,0.25,41.16,234.36,8.45,0.52,0.73,0.48,0.28,0.58,0.53,0.35,0.52,0.2,0
275,2.08,-23.39,-14.92,24.42,-8.32,0.46,0.07,26.38,330.99,11.52,0.42,0.37,0.33,0.53,0.28,0.21,0.09,0.33,0.28,0
276,1.93,-23.32,-14.9,25.43,-7.98,0.87,0.07,28.03,330.99,2.86,0.42,0.37,0.33,0.57,0.3,0.24,0.09,0.35,0.28,0
277,1.79,-23.81,-15.24,24.93,-8.22,0.77,0.06,21.42,330.99,1.34,0.41,0.35,0.32,0.55,0.28,0.23,0.08,0.26,0.28,0
278,2.23,-21.62,-13.86,28.19,-8.3,0.44,0.06,20.26,330.99,19.74,0.43,0.44,0.36,0.67,0.28,0.21,0.08,0.25,0.28,0
279,2.39,-21.52,-13.71,26.21,-8.22,0.31,0.07,23.18,160.58,51.44,0.44,0.45,0.37,0.6,0.28,0.2,0.09,0.29,0.14,0
280,2.8,-22.86,-14.52,24.16,-8.27,0.57,0.01,11.56,165.49,28.76,0.45,0.39,0.35,0.52,0.28,0.22,0.01,0.14,0.14,0
281,2.67,-22.21,-14.02,23.98,-8.08,0.6,0.04,16.69,330.99,2.24,0.45,0.42,0.36,0.51,0.29,0.22,0.06,0.2,0.28,0
282,1.73,-23.61,-15.09,24.96,-8.02,1.31,0.05,20.21,330.99,2.97,0.41,0.36,0.33,0.55,0.29,0.27,0.06,0.25,0.28,0
283,1.4,-24.18,-15.5,23.59,-8.58,0.64,0.06,32.88,330.99,1.46,0.4,0.34,0.32,0.5,0.27,0.22,0.08,0.41,0.28,0
284,3.7,-22.74,-14.58,26.27,-8.4,0.79,0.06,22.39,213.01,23.62,0.49,0.4,0.34,0.6,0.28,0.23,0.08,0.28,0.18,0
285,5.17,-19.5,-12.06,21.39,-10.36,1.04,0.05,30.16,276.92,8.15,0.55,0.53,0.42,0.41,0.19,0.25,0.06,0.38,0.24,0
286,4.68,-19.7,-12.28,21.55,-10.2,1.23,0.06,35.87,276.92,29.43,0.53,0.52,0.41,0.42,0.2,0.26,0.08,0.45,0.24,0
287,4.5,-20.3,-12.75,21.89,-9.71,1.47,0.05,34.27,553.83,4.98,0.52,0.49,0.4,0.43,0.22,0.28,0.07,0.43,0.47,0
288,4.21,-19.96,-12.55,22.01,-10.03,1.5,0.06,34.09,553.83,1.98,0.51,0.51,0.4,0.43,0.21,0.28,0.07,0.43,0.47,0
289,6.08,-19.16,-11.69,20.57,-11.16,0.04,0.05,31.94,553.83,2.2,0.58,0.54,0.43,0.38,0.16,0.18,0.07,0.4,0.47,0
290,3.68,-22.55,-14.43,23.32,-8.64,1.59,0.05,23.89,558.32,1.8,0.49,0.4,0.35,0.49,0.27,0.29,0.06,0.3,0.48,0
291,6.31,-19.62,-11.92,20.72,-11.39,-0.36,0.06,32.41,339.18,16.67,0.59,0.52,0.42,0.38,0.15,0.15,0.08,0.41,0.29,0
292,5.19,-20.21,-12.64,23.87,-12.22,0.05,0.16,43.47,648.87,4.2,0.55,0.5,0.4,0.51,0.11,0.18,0.22,0.55,0.56,0
293,5.94,-22.14,-13.21,22.28,-12.61,-0.36,0.02,9.4,753.74,0.7,0.58,0.42,0.38,0.44,0.09,0.15,0.02,0.11,0.65,0
294,4.23,-21.64,-14.08,27.38,-9.98,0.04,0.03,13.39,734.52,3.04,0.51,0.44,0.36,0.64,0.21,0.18,0.04,0.16,0.63,0
295,0.95,-15.88,-11.29,26.67,-8.67,-0.48,0.08,26.5,223.18,26.36,0.38,0.67,0.44,0.62,0.27,0.14,0.1,0.33,0.19,0
296,0.9,-15.86,-11.27,27.68,-8.6,-0.39,0.08,28.03,63.77,208.77,0.38,0.67,0.44,0.65,0.27,0.15,0.11,0.35,0.05,0
297,0.87,-16.56,-11.74,27.38,-8.51,-0.35,0.08,29.64,44.64,129.89,0.38,0.64,0.42,0.64,0.27,0.15,0.11,0.37,0.04,0
298,3.47,-19.19,-12.22,28.29,-9.15,0.15,0.08,23.26,106.51,163.51,0.48,0.54,0.41,0.68,0.24,0.19,0.1,0.29,0.09,0
299,3.17,-19.63,-12.19,29.34,-8.47,0.16,0.08,23.55,160.58,42.38,0.47,0.52,0.41,0.72,0.27,0.19,0.1,0.29,0.14,0
300,3.19,-19.43,-12.05,26.49,-8.43,-0.02,0.07,24.07,321.16,11.35,0.47,0.53,0.42,0.61,0.28,0.17,0.09,0.3,0.28,0
301,3.57,-23.27,-14.82,24.49,-8.04,1.03,0.01,13.52,558.32,12.69,0.48,0.38,0.34,0.53,0.29,0.25,0.01,0.16,0.48,0
302,3.22,-23.28,-14.85,25.47,-7.68,1.34,0.01,13.56,558.32,1.57,0.47,0.38,0.34,0.57,0.31,0.27,0.01,0.16,0.48,0
303,-0.49,-23.47,-15.14,23.35,-8.96,1.64,0.05,31.05,558.32,4.06,0.32,0.37,0.33,0.49,0.25,0.29,0.07,0.39,0.48,0
304,-0.73,-26.54,-17.27,24.3,-8.58,1.41,0.01,12.32,330.99,4.36,0.32,0.25,0.27,0.52,0.27,0.27,0.01,0.15,0.28,0
305,0.16,-24.6,-15.88,23.27,-8.31,1.32,0.03,21.82,330.99,5.1,0.35,0.32,0.31,0.48,0.28,0.27,0.04,0.27,0.28,0
306,0.63,-24.91,-16.13,23.82,-8.41,1.11,0.05,27.65,330.99,12.63,0.37,0.31,0.3,0.5,0.28,0.25,0.06,0.35,0.28,0
307,0.98,-26.82,-17.97,25.71,-8.48,0.87,0.07,24.58,165.49,19.71,0.38,0.24,0.25,0.58,0.27,0.24,0.09,0.31,0.14,0
308,1.12,-25.87,-16.9,24.96,-7.76,1.22,0.07,28.58,330.99,0.13,0.39,0.27,0.28,0.55,0.3,0.26,0.1,0.36,0.28,0
309,0.85,-27.39,-18.73,26.39,-8.09,1.27,0.08,26.88,216.29,30.3,0.38,0.21,0.23,0.6,0.29,0.26,0.11,0.34,0.19,0
310,0.54,-22.84,-14.66,22.81,-8.32,1.52,0,1,558.32,1.59,0.36,0.39,0.34,0.47,0.28,0.28,0,0,0.48,0
311,0.54,-23.43,-14.96,23.75,-8.4,1.44,0.05,30.79,330.99,2.48,0.36,0.37,0.33,0.5,0.28,0.27,0.07,0.39,0.28,0
312,2.76,-16.34,-10.55,25.27,-7.74,-0.21,0.09,29.59,36.05,99.48,0.45,0.65,0.46,0.56,0.31,0.16,0.12,0.37,0.03,0
313,2.83,-16.99,-11.14,24.91,-7.26,0.24,0.07,36.52,48.06,128.07,0.45,0.62,0.44,0.55,0.33,0.19,0.1,0.46,0.04,0
314,2.33,-17.21,-11.51,26.74,-7.03,0.84,0.07,29.81,127.81,0.76,0.43,0.62,0.43,0.62,0.34,0.23,0.1,0.37,0.11,0
315,2.13,-18.63,-12.69,25.14,-6.84,0.81,0.07,26.82,127.81,2.98,0.43,0.56,0.4,0.56,0.34,0.23,0.09,0.33,0.11,0
316,2.11,-18.7,-12.75,28.88,-6.86,1.02,0.07,27.82,127.81,5.43,0.43,0.56,0.4,0.7,0.34,0.25,0.09,0.35,0.11,0
317,1.06,-20.44,-14.33,25.71,-7.48,0.35,0.07,25.08,31.95,81.15,0.39,0.49,0.35,0.58,0.32,0.2,0.09,0.31,0.03,0
318,0.97,-20.58,-14.47,25.43,-7.51,0.4,0.06,22.48,127.81,0.51,0.38,0.48,0.35,0.57,0.32,0.2,0.08,0.28,0.11,0
319,1.36,-20.4,-14.31,25.31,-7.23,0.56,0.07,26.1,127.81,5.76,0.4,0.49,0.35,0.56,0.33,0.21,0.09,0.33,0.11,0
320,0.88,-19.91,-14.08,27.83,-7.91,0.6,0.07,30.06,216.29,5.65,0.38,0.51,0.36,0.66,0.3,0.22,0.09,0.38,0.19,0
321,1.75,-19.08,-12.97,24.78,-6.57,1.15,0.05,20.03,111.42,1.24,0.41,0.54,0.39,0.54,0.36,0.25,0.06,0.25,0.1,0
322,2.09,-17.59,-12.06,23.2,-6.36,1.31,0.06,21.16,0,129.12,0.43,0.6,0.42,0.48,0.37,0.27,0.08,0.26,0,0
323,1.95,-18.91,-12.91,23.92,-6.29,1.31,0.07,32.76,0,135.59,0.42,0.55,0.39,0.51,0.37,0.27,0.1,0.41,0,0
324,1.88,-19.51,-13.28,23.71,-6.18,1.33,0.07,26.87,0,116.83,0.42,0.53,0.38,0.5,0.37,0.27,0.09,0.34,0,0
325,1.78,-18.9,-12.86,25.29,-6.28,1.47,0.06,26.47,127.81,0.73,0.41,0.55,0.39,0.56,0.37,0.28,0.08,0.33,0.11,0
326,1.45,-20.58,-14.01,27.74,-6.92,1.12,0.07,34.08,127.81,16.54,0.4,0.48,0.36,0.66,0.34,0.25,0.09,0.43,0.11,0
327,2.12,-19.98,-13.5,25.4,-6.29,1.3,0.08,27.18,127.81,8.4,0.43,0.51,0.37,0.57,0.37,0.27,0.1,0.34,0.11,0
328,2.09,-20.89,-14.19,25.55,-6.32,1.29,0.07,26.94,15.98,312.96,0.43,0.47,0.35,0.57,0.37,0.26,0.1,0.34,0.01,0.01
329,0.57,-24.5,-17.35,29.1,-8.08,1.27,0.02,10.87,216.29,0.52,0.37,0.33,0.26,0.71,0.29,0.26,0.03,0.13,0.19,0
330,0.4,-29.66,-20.46,27.66,-8.02,1.51,0.07,24.1,216.29,4.35,0.36,0.12,0.18,0.65,0.29,0.28,0.09,0.3,0.19,0
331,0.18,-27.48,-18.2,25.07,-7.56,1.65,0.04,25.96,340.82,0.61,0.35,0.21,0.24,0.55,0.31,0.29,0.05,0.32,0.29,0
332,-0.31,-28.13,-18.34,24.41,-7.53,1.89,0.07,29.38,340.82,5.31,0.33,0.18,0.24,0.53,0.31,0.31,0.09,0.37,0.29,0
333,-0.9,-28.81,-18.64,24.12,-7.75,1.95,0.07,27.22,340.82,18.5,0.31,0.16,0.23,0.52,0.3,0.31,0.09,0.34,0.29,0
334,-0.88,-26.49,-17.28,23.4,-8,1.86,0.06,34.74,340.82,4.56,0.31,0.25,0.27,0.49,0.29,0.3,0.09,0.44,0.29,0
335,0.33,-25.48,-17.28,29.74,-7.31,1.78,0.04,17.05,226.12,0.51,0.36,0.29,0.27,0.73,0.32,0.3,0.05,0.21,0.19,0
336,0.43,-25.2,-16.74,25.67,-7.38,1.23,0.06,22.26,32.3,208.03,0.36,0.3,0.28,0.58,0.32,0.26,0.08,0.28,0.03,0
337,6.33,-9.46,-1.79,17.99,-6.25,4.06,0.07,26.64,388.61,13.84,0.59,0.92,0.71,0.28,0.37,0.45,0.09,0.33,0.33,0
338,6.07,-9.49,-1.54,17.58,-6.65,3.89,0.07,35.61,388.61,10.05,0.58,0.92,0.72,0.26,0.35,0.44,0.1,0.45,0.33,0
339,6.54,-9.4,-1.75,18,-3.9,5.7,0.09,20.69,262.68,7.33,0.6,0.93,0.71,0.28,0.47,0.57,0.12,0.26,0.23,0
340,6.61,-9.53,-1.65,18.01,-3.66,5.91,0.14,37.46,592.54,22.18,0.6,0.92,0.71,0.28,0.48,0.58,0.19,0.47,0.51,0
341,6.76,-9.39,-1.33,17.89,-5.07,5.13,0.12,31.71,65.67,74.09,0.61,0.93,0.72,0.27,0.42,0.53,0.17,0.4,0.06,0
342,7.39,-9.26,-2.4,17.53,-2.58,5.46,0.11,39.98,375.55,4.42,0.63,0.93,0.69,0.26,0.53,0.55,0.16,0.51,0.32,0
343,10.13,-14.52,-6.88,22.26,-2.3,4.94,0.08,24.82,0,9.55,0.74,0.72,0.56,0.44,0.54,0.51,0.11,0.31,0,0
344,0.25,-27.71,-18.52,25.41,-7.25,1.64,0.04,22.7,226.12,1,0.35,0.2,0.23,0.57,0.33,0.29,0.05,0.28,0.19,0
345,0.43,-27.06,-17.68,26.45,-7.43,1.86,0.05,17.14,226.12,1.63,0.36,0.23,0.26,0.61,0.32,0.3,0.06,0.21,0.19,0
346,0.84,-27.05,-17.25,24.83,-7.34,1.75,0.06,26.29,56.53,86.92,0.38,0.23,0.27,0.54,0.32,0.3,0.09,0.33,0.05,0
347,1.56,-24.54,-15.6,23.65,-6.83,2.12,0.05,18.61,226.12,2.58,0.4,0.33,0.31,0.5,0.34,0.32,0.06,0.23,0.19,0
348,1.69,-24.18,-15.33,23.76,-7.43,1.76,0.05,16.33,226.12,55.85,0.41,0.34,0.32,0.5,0.32,0.3,0.06,0.2,0.19,0
349,0.05,-24.44,-15.87,22.62,-8.32,1.71,0.04,23.76,340.82,3.95,0.35,0.33,0.31,0.46,0.28,0.29,0.05,0.3,0.29,0
350,3.51,-22.87,-14.3,22.46,-7.72,2.02,0.05,30.29,170.41,35.37,0.48,0.39,0.35,0.45,0.31,0.31,0.06,0.38,0.15,0
351,5.13,-17.29,-10.34,20,-9.39,1.41,0.05,32.62,99.13,57.56,0.54,0.61,0.46,0.36,0.23,0.27,0.06,0.41,0.09,0
352,3.53,-22.58,-14.36,22.49,-6.71,2.7,0.08,36.63,281.83,0.59,0.48,0.4,0.35,0.45,0.35,0.36,0.1,0.46,0.24,0
353,3.32,-23.13,-14.71,24.58,-6.39,3.16,0.08,34.57,281.83,3.92,0.47,0.38,0.34,0.53,0.36,0.39,0.1,0.44,0.24,0
354,2.55,-24.75,-15.76,23.5,-6.56,2.34,0.04,19.46,281.83,11.76,0.44,0.32,0.31,0.49,0.36,0.34,0.06,0.24,0.24,0
355,1.41,-22.59,-14.84,23.35,-6.8,1.34,0.06,22.49,226.12,70.13,0.4,0.4,0.34,0.49,0.35,0.27,0.08,0.28,0.19,0
356,1.97,-23.04,-14.96,23.05,-6.8,1.63,0.05,17.69,226.12,29.66,0.42,0.39,0.33,0.47,0.35,0.29,0.06,0.22,0.19,0
357,1.78,-22.61,-14.72,22.68,-6.91,1.45,0.06,29.77,46.97,264.29,0.41,0.4,0.34,0.46,0.34,0.28,0.08,0.37,0.04,0.01
358,1.67,-21.11,-13.93,22.08,-6.75,1.44,0.05,21.63,56.37,91.66,0.41,0.46,0.36,0.44,0.35,0.27,0.07,0.27,0.05,0
359,0.93,-19.15,-12.98,22.82,-6.2,2.44,0.06,24.33,25.67,162.8,0.38,0.54,0.39,0.47,0.37,0.34,0.08,0.3,0.02,0
360,1.06,-19.79,-13.28,24.08,-6.42,2.68,0.06,22.98,70.46,96.08,0.39,0.51,0.38,0.51,0.36,0.36,0.07,0.29,0.06,0
361,2.02,-17.98,-11.09,19.12,1.16,7.55,0.21,61.43,4.52,402.25,0.42,0.59,0.44,0.32,0.69,0.69,0.29,0.78,0,0.01
362,1.13,-18.32,-12.49,22.55,-6.95,3.51,0.07,34.08,281.83,37.62,0.39,0.57,0.4,0.46,0.34,0.42,0.09,0.43,0.24,0
363,0.28,-18.74,-12.89,22.72,-6.33,3.06,0.07,26.56,324.43,1.64,0.35,0.56,0.39,0.46,0.37,0.39,0.09,0.33,0.28,0
364,2.98,-14.82,-9.45,20.8,-8.67,3.33,0.06,17.19,452.24,0.2,0.46,0.71,0.49,0.39,0.26,0.4,0.09,0.21,0.39,0
365,0.8,-17.66,-12.08,22.94,-5.86,2.56,0.05,17.38,196.63,18.74,0.37,0.6,0.42,0.47,0.39,0.35,0.07,0.21,0.17,0
366,0.97,-16.9,-11.65,22.04,-8.14,3.92,0.06,37.25,40.55,130.81,0.38,0.63,0.43,0.44,0.29,0.45,0.08,0.47,0.03,0
367,NA,NA,NA,NA,NA,NA,0.08,29.71,196.63,1.3,NA,NA,NA,NA,NA,NA,0.11,0.37,0.17,0
368,1.6,-16.72,-11.45,23.14,-5.65,2.64,0.07,27.05,8.19,60.07,0.41,0.64,0.43,0.48,0.4,0.36,0.09,0.34,0.01,0
369,0.31,-14.11,-9.99,20.5,-7.55,2.5,0.1,48.66,98.31,19.72,0.36,0.74,0.47,0.38,0.31,0.35,0.14,0.62,0.08,0
